지점,지점명,일시,평균 전운량(1/10),평균 중하층운량(1/10)
135,추풍령,2022-11-14,5.1,4.6
273,문경,2022-11-14,5.1,4
276,청송군,2022-11-14,6.6,3.8
101,춘천,2022-11-14,5.9,1.4
244,임실,2022-11-14,5,3.1
168,여수,2022-11-14,6.6,5.3
146,전주,2022-11-14,7,6.8
262,고흥,2022-11-14,6.1,4.5
104,북강릉,2022-11-14,6.5,5.8
102,백령도,2022-11-14,3.8,2.3
236,부여,2022-11-14,4.1,2
133,대전,2022-11-14,5.8,5.5
271,봉화,2022-11-14,6,4.8
105,강릉,2022-11-14,6.1,5
170,완도,2022-11-14,6.5,4.5
106,동해,2022-11-14,7.6,4.9
189,서귀포,2022-11-14,6.3,4.5
252,영광군,2022-11-14,8.3,3.6
294,거제,2022-11-14,6.5,6.5
108,서울,2022-11-14,5.3,4.1
98,동두천,2022-11-14,5.1,4.5
238,금산,2022-11-14,4.5,3.6
289,산청,2022-11-14,5.9,4.8
152,울산,2022-11-14,7,6.1
188,성산,2022-11-14,7.3,4.9
129,서산,2022-11-14,5,1.3
172,고창,2022-11-14,6.9,3.4
257,양산시,2022-11-14,5.5,4.4
232,천안,2022-11-14,5.1,4.5
211,인제,2022-11-14,5.4,4.8
155,창원,2022-11-14,5.9,5.9
288,밀양,2022-11-14,6,3.1
285,합천,2022-11-14,5.5,4.6
93,북춘천,2022-11-14,5.9,5.1
258,보성군,2022-11-14,6.3,4.1
278,의성,2022-11-14,7,4.9
283,경주시,2022-11-14,7,5.5
212,홍천,2022-11-14,4.3,4.1
239,세종,2022-11-14,6.6,2.6
143,대구,2022-11-14,6.1,6
281,영천,2022-11-14,5.8,2.8
95,철원,2022-11-14,5.9,4.9
268,진도군,2022-11-14,6.6,5
185,고산,2022-11-14,6.5,4.8
259,강진군,2022-11-14,4.5,2.6
295,남해,2022-11-14,6.5,5.6
131,청주,2022-11-14,6.9,5.5
255,북창원,2022-11-14,6.3,5.4
115,울릉도,2022-11-14,5.9,4.9
174,순천,2022-11-14,5.1,4.3
260,장흥,2022-11-14,6.5,4.4
272,영주,2022-11-14,5.9,4.6
114,원주,2022-11-14,4.1,2.4
192,진주,2022-11-14,4.9,4.9
261,해남,2022-11-14,7.1,4.9
217,정선군,2022-11-14,4.6,2.6
226,보은,2022-11-14,9,7.4
140,군산,2022-11-14,4.3,3.4
247,남원,2022-11-14,6.5,3.9
216,태백,2022-11-14,7.5,6
266,광양시,2022-11-14,5.8,3.5
119,수원,2022-11-14,5.1,4.1
100,대관령,2022-11-14,5.5,5
112,인천,2022-11-14,5.9,3.8
162,통영,2022-11-14,7.1,5
202,양평,2022-11-14,4,2.5
99,파주,2022-11-14,3.5,2.8
136,안동,2022-11-14,7.3,6.4
130,울진,2022-11-14,7.9,5.9
127,충주,2022-11-14,5.4,4.4
165,목포,2022-11-14,5.9,5.4
259,강진군,2022-11-15,1.6,0.8
243,부안,2022-11-15,3.4,1.4
239,세종,2022-11-15,3.4,1.5
177,홍성,2022-11-15,4.6,4.6
143,대구,2022-11-15,0.5,0.5
245,정읍,2022-11-15,1.9,0.8
172,고창,2022-11-15,1.1,0.1
102,백령도,2022-11-15,5.8,4.5
255,북창원,2022-11-15,0.3,0
284,거창,2022-11-15,1.6,0
260,장흥,2022-11-15,0.8,0.4
152,울산,2022-11-15,0,0
283,경주시,2022-11-15,0.1,0
159,부산,2022-11-15,0,0
289,산청,2022-11-15,0.3,0
217,정선군,2022-11-15,1.1,0
130,울진,2022-11-15,2.3,2
244,임실,2022-11-15,2.8,1.4
216,태백,2022-11-15,2.1,1.1
121,영월,2022-11-15,2.5,0
273,문경,2022-11-15,3.1,1.6
189,서귀포,2022-11-15,3.1,3.1
168,여수,2022-11-15,0.4,0
140,군산,2022-11-15,2.8,1.5
101,춘천,2022-11-15,4.5,1.4
192,진주,2022-11-15,0,0
257,양산시,2022-11-15,0.1,0
202,양평,2022-11-15,3.9,1.9
232,천안,2022-11-15,3.1,2.6
136,안동,2022-11-15,3.4,3.3
99,파주,2022-11-15,6,5
105,강릉,2022-11-15,3.4,2.1
106,동해,2022-11-15,2.8,1.6
251,고창군,2022-11-15,1.9,0.1
212,홍천,2022-11-15,7.3,5.8
236,부여,2022-11-15,1.8,0.6
235,보령,2022-11-15,3.9,2.8
184,제주,2022-11-15,3.9,3.8
201,강화,2022-11-15,5.9,3.4
104,북강릉,2022-11-15,3,2.3
276,청송군,2022-11-15,2.3,1.4
162,통영,2022-11-15,0.3,0
156,광주,2022-11-15,0.3,0
115,울릉도,2022-11-15,3.9,3.9
221,제천,2022-11-15,5,0.9
127,충주,2022-11-15,3.5,3
95,철원,2022-11-15,5.3,3.8
258,보성군,2022-11-15,0.5,0.4
281,영천,2022-11-15,2.3,1
247,남원,2022-11-15,2.3,0.4
93,북춘천,2022-11-15,4.8,4.1
262,고흥,2022-11-15,0.4,0
238,금산,2022-11-15,2.8,1.6
108,서울,2022-11-15,6.5,5.9
288,밀양,2022-11-15,0,0
165,목포,2022-11-15,2.9,2.6
155,창원,2022-11-15,0.1,0
137,상주,2022-11-15,3.5,2.4
114,원주,2022-11-15,5.9,2.9
90,속초,2022-11-15,2.9,1.5
146,전주,2022-11-15,4.1,4.1
295,남해,2022-11-15,0.5,0
253,김해시,2022-11-15,0.3,0
264,함양군,2022-11-15,0.6,0
252,영광군,2022-11-15,1.4,0.5
279,구미,2022-11-15,1.5,0
272,영주,2022-11-15,4.3,2
170,완도,2022-11-15,1.4,1.1
285,합천,2022-11-15,0.4,0
138,포항,2022-11-15,0.1,0.1
188,성산,2022-11-15,3.1,1
112,인천,2022-11-15,5.5,4.9
185,고산,2022-11-15,3.4,3.1
268,진도군,2022-11-15,2.3,0.9
211,인제,2022-11-15,4.6,2.3
129,서산,2022-11-15,4.5,3.6
135,추풍령,2022-11-15,3.6,2
261,해남,2022-11-15,1.4,0.3
169,흑산도,2022-11-15,2.3,1.9
133,대전,2022-11-15,3.6,3.4
119,수원,2022-11-15,3.3,2.9
174,순천,2022-11-15,1.1,0.5
266,광양시,2022-11-15,0,0
226,보은,2022-11-15,3.8,2.4
98,동두천,2022-11-15,6.9,4.8
254,순창군,2022-11-15,1.5,1
131,청주,2022-11-15,3.9,3.3
263,의령군,2022-11-15,0.1,0
248,장수,2022-11-15,3.8,0.8
271,봉화,2022-11-15,3,1.8
100,대관령,2022-11-15,3.3,1.8
294,거제,2022-11-15,0.1,0
277,영덕,2022-11-15,1.8,0
278,의성,2022-11-15,1.8,1.6
99,파주,2022-11-16,7.1,4.6
177,홍성,2022-11-16,2.4,1.5
235,보령,2022-11-16,3.4,2.4
253,김해시,2022-11-16,1.3,0.1
266,광양시,2022-11-16,1.9,0.3
202,양평,2022-11-16,6.8,6.6
100,대관령,2022-11-16,3,1.5
263,의령군,2022-11-16,2,1
162,통영,2022-11-16,1.9,0.5
114,원주,2022-11-16,5.4,3.9
95,철원,2022-11-16,4.5,3.3
108,서울,2022-11-16,2,0.4
257,양산시,2022-11-16,1.6,0.5
192,진주,2022-11-16,2,2
184,제주,2022-11-16,3,3
106,동해,2022-11-16,1.6,0
211,인제,2022-11-16,4.3,1.6
101,춘천,2022-11-16,3.9,1.4
232,천안,2022-11-16,3.3,2
169,흑산도,2022-11-16,1.5,0.9
170,완도,2022-11-16,2,1.1
129,서산,2022-11-16,1.5,1.3
294,거제,2022-11-16,1.5,1.3
121,영월,2022-11-16,3.6,0
271,봉화,2022-11-16,2,0.4
130,울진,2022-11-16,1,0
152,울산,2022-11-16,1.5,1
238,금산,2022-11-16,4.3,3.3
174,순천,2022-11-16,1.9,1.3
260,장흥,2022-11-16,1.8,1
159,부산,2022-11-16,1.3,1
133,대전,2022-11-16,4.1,2.8
188,성산,2022-11-16,1.9,0.9
262,고흥,2022-11-16,1.5,1
247,남원,2022-11-16,4.1,1
217,정선군,2022-11-16,1.9,0
201,강화,2022-11-16,5.6,1.9
135,추풍령,2022-11-16,3.8,3.1
239,세종,2022-11-16,3.3,2.1
281,영천,2022-11-16,3.8,0.6
288,밀양,2022-11-16,1.4,0.8
285,합천,2022-11-16,1.8,0.9
272,영주,2022-11-16,2.4,0.3
156,광주,2022-11-16,3.8,2.5
127,충주,2022-11-16,5.8,3.5
155,창원,2022-11-16,1.4,1.1
221,제천,2022-11-16,4,2
245,정읍,2022-11-16,3.1,1.4
146,전주,2022-11-16,4.8,3.3
93,북춘천,2022-11-16,5,5
258,보성군,2022-11-16,1.9,0.8
295,남해,2022-11-16,1.1,0.4
255,북창원,2022-11-16,0.8,0
261,해남,2022-11-16,1.8,1.4
243,부안,2022-11-16,5,0.8
251,고창군,2022-11-16,3.9,2
268,진도군,2022-11-16,1.8,1.5
248,장수,2022-11-16,5.6,1.6
143,대구,2022-11-16,3.6,2.6
203,이천,2022-11-16,6.9,6.5
112,인천,2022-11-16,2.8,0.9
273,문경,2022-11-16,3.9,0.9
90,속초,2022-11-16,1.6,1.3
276,청송군,2022-11-16,2.1,0.5
104,북강릉,2022-11-16,1.9,1.1
259,강진군,2022-11-16,2.1,0.9
212,홍천,2022-11-16,5,3.5
115,울릉도,2022-11-16,3.4,3
216,태백,2022-11-16,2,0
102,백령도,2022-11-16,3.3,1.1
279,구미,2022-11-16,3.5,0
236,부여,2022-11-16,5.5,0.6
284,거창,2022-11-16,2.1,0.8
244,임실,2022-11-16,5.5,3
264,함양군,2022-11-16,2.6,0.5
289,산청,2022-11-16,3,1.1
185,고산,2022-11-16,2.9,2.3
283,경주시,2022-11-16,1.4,0.5
119,수원,2022-11-16,1,0
98,동두천,2022-11-16,6.3,4.8
226,보은,2022-11-16,5.4,3.1
252,영광군,2022-11-16,4,0.4
138,포항,2022-11-16,2.8,2.4
277,영덕,2022-11-16,1.3,0
278,의성,2022-11-16,2.4,0.9
137,상주,2022-11-16,3.8,2
254,순창군,2022-11-16,3.4,0.4
172,고창,2022-11-16,3.9,0.5
105,강릉,2022-11-16,1.9,1.5
189,서귀포,2022-11-16,2.1,1.1
131,청주,2022-11-16,3.3,2.5
165,목포,2022-11-16,1.8,0.6
140,군산,2022-11-16,4.6,3
168,여수,2022-11-16,1.1,0.3
136,안동,2022-11-16,2.9,1.6
294,거제,2022-11-17,4.3,2.6
232,천안,2022-11-17,2.9,2.4
279,구미,2022-11-17,2.9,0
172,고창,2022-11-17,3.3,0.3
283,경주시,2022-11-17,4,1.9
268,진도군,2022-11-17,5,3.6
140,군산,2022-11-17,2.8,2.8
159,부산,2022-11-17,4.1,0
260,장흥,2022-11-17,5,4.3
202,양평,2022-11-17,3.3,2
136,안동,2022-11-17,3.3,0
102,백령도,2022-11-17,0.1,0.1
266,광양시,2022-11-17,4,2.3
261,해남,2022-11-17,5.1,4.1
165,목포,2022-11-17,4.8,3.3
130,울진,2022-11-17,2.6,1.8
284,거창,2022-11-17,3.4,3
121,영월,2022-11-17,2.3,0
152,울산,2022-11-17,3.5,1.1
272,영주,2022-11-17,2.9,0.3
184,제주,2022-11-17,8.4,6.8
264,함양군,2022-11-17,3.1,1.3
185,고산,2022-11-17,8.8,6.6
289,산청,2022-11-17,3.8,2.4
226,보은,2022-11-17,3,0.9
146,전주,2022-11-17,2,0
252,영광군,2022-11-17,3.1,0.9
135,추풍령,2022-11-17,2.6,0.5
263,의령군,2022-11-17,3.5,2.3
155,창원,2022-11-17,3.1,0.9
129,서산,2022-11-17,2.6,2.5
254,순창군,2022-11-17,3,0.8
137,상주,2022-11-17,3.3,1.9
253,김해시,2022-11-17,4,1.4
174,순천,2022-11-17,3.8,1.8
278,의성,2022-11-17,2.6,1.5
168,여수,2022-11-17,4.9,2
238,금산,2022-11-17,2.8,2.5
271,봉화,2022-11-17,3,0
188,성산,2022-11-17,8.4,3.1
295,남해,2022-11-17,4.5,3
133,대전,2022-11-17,2.1,0
98,동두천,2022-11-17,2.4,1
115,울릉도,2022-11-17,3.6,1.1
257,양산시,2022-11-17,4.6,2.1
101,춘천,2022-11-17,1.4,1.4
119,수원,2022-11-17,1.8,0.6
93,북춘천,2022-11-17,1.4,0.9
247,남원,2022-11-17,3,2.9
169,흑산도,2022-11-17,3.6,1.1
262,고흥,2022-11-17,5.3,3.4
255,북창원,2022-11-17,4,1.5
138,포항,2022-11-17,2.9,0
131,청주,2022-11-17,2.3,0
156,광주,2022-11-17,3,0.5
211,인제,2022-11-17,1.1,0.8
235,보령,2022-11-17,2.5,2.5
244,임실,2022-11-17,2.3,1.6
192,진주,2022-11-17,3.6,3.6
273,문경,2022-11-17,3.1,0
90,속초,2022-11-17,0.8,0.5
162,통영,2022-11-17,4.8,2.9
239,세종,2022-11-17,3,1.5
285,합천,2022-11-17,3.5,2.1
104,북강릉,2022-11-17,1.3,0
203,이천,2022-11-17,4.1,2.6
216,태백,2022-11-17,2.8,0.3
251,고창군,2022-11-17,2.9,1.1
114,원주,2022-11-17,2.6,0.6
248,장수,2022-11-17,3.1,0.8
281,영천,2022-11-17,2.6,0.1
170,완도,2022-11-17,6.3,5.3
108,서울,2022-11-17,1.3,0.8
143,대구,2022-11-17,3,0
236,부여,2022-11-17,2.8,1.3
177,홍성,2022-11-17,2.4,1.4
243,부안,2022-11-17,4.1,0.3
127,충주,2022-11-17,2.6,2.6
99,파주,2022-11-17,1.1,1
212,홍천,2022-11-17,2.3,1.3
245,정읍,2022-11-17,3.6,2.1
105,강릉,2022-11-17,1.9,1.3
100,대관령,2022-11-17,1.6,1.6
258,보성군,2022-11-17,5.1,1.6
106,동해,2022-11-17,1.6,1.6
259,강진군,2022-11-17,4.8,3.1
277,영덕,2022-11-17,2.5,2.4
288,밀양,2022-11-17,3.6,3.4
276,청송군,2022-11-17,3.5,0.1
217,정선군,2022-11-17,2.4,0.6
221,제천,2022-11-17,2.4,0
95,철원,2022-11-17,1,0.8
112,인천,2022-11-17,1.5,0.3
189,서귀포,2022-11-17,9.4,4.9
201,강화,2022-11-17,1.1,0
277,영덕,2022-11-18,0.1,0
138,포항,2022-11-18,0,0
211,인제,2022-11-18,2.3,0
268,진도군,2022-11-18,0.4,0
244,임실,2022-11-18,0,0
155,창원,2022-11-18,0,0
90,속초,2022-11-18,1,0.3
252,영광군,2022-11-18,0.4,0
131,청주,2022-11-18,0,0
203,이천,2022-11-18,2.8,2.5
264,함양군,2022-11-18,0.1,0
114,원주,2022-11-18,1.3,0
263,의령군,2022-11-18,0,0
255,북창원,2022-11-18,0.1,0
272,영주,2022-11-18,0,0
104,북강릉,2022-11-18,1,0.3
100,대관령,2022-11-18,1,0.3
253,김해시,2022-11-18,0.1,0
257,양산시,2022-11-18,0,0
285,합천,2022-11-18,0,0
102,백령도,2022-11-18,2.1,0.5
108,서울,2022-11-18,1,0
185,고산,2022-11-18,4,1.5
115,울릉도,2022-11-18,1.5,1.5
248,장수,2022-11-18,0,0
146,전주,2022-11-18,0,0
93,북춘천,2022-11-18,4.3,3
294,거제,2022-11-18,0,0
170,완도,2022-11-18,0.8,0
260,장흥,2022-11-18,0.1,0
135,추풍령,2022-11-18,0,0
127,충주,2022-11-18,0.6,0.4
243,부안,2022-11-18,1.6,0
273,문경,2022-11-18,0.3,0
99,파주,2022-11-18,4.4,2.5
184,제주,2022-11-18,4.9,4.5
281,영천,2022-11-18,0.1,0
112,인천,2022-11-18,0.6,0
201,강화,2022-11-18,2.5,0
143,대구,2022-11-18,0,0
236,부여,2022-11-18,0,0
216,태백,2022-11-18,0.1,0
192,진주,2022-11-18,0.9,0.9
136,안동,2022-11-18,0,0
106,동해,2022-11-18,1.3,0.3
259,강진군,2022-11-18,0.6,0
162,통영,2022-11-18,0.3,0
165,목포,2022-11-18,0.1,0
251,고창군,2022-11-18,0.1,0
295,남해,2022-11-18,1.5,1.4
95,철원,2022-11-18,2.6,0.3
177,홍성,2022-11-18,1.6,1.6
288,밀양,2022-11-18,0,0
262,고흥,2022-11-18,1.3,0
279,구미,2022-11-18,0,0
266,광양시,2022-11-18,1.4,0.3
140,군산,2022-11-18,0,0
101,춘천,2022-11-18,4.5,1.4
202,양평,2022-11-18,2.5,2.4
168,여수,2022-11-18,1.3,1
188,성산,2022-11-18,4.6,2.3
121,영월,2022-11-18,0.8,0.8
137,상주,2022-11-18,0,0
156,광주,2022-11-18,0,0
221,제천,2022-11-18,0.3,0
129,서산,2022-11-18,1.4,0.3
254,순창군,2022-11-18,0,0
174,순천,2022-11-18,0.9,0.5
278,의성,2022-11-18,0,0
133,대전,2022-11-18,0,0
283,경주시,2022-11-18,0.1,0
271,봉화,2022-11-18,0,0
217,정선군,2022-11-18,0.5,0.3
247,남원,2022-11-18,0.1,0
261,해남,2022-11-18,0,0
119,수원,2022-11-18,0.1,0
169,흑산도,2022-11-18,0,0
232,천안,2022-11-18,0,0
98,동두천,2022-11-18,4.9,1
105,강릉,2022-11-18,1.1,0.6
238,금산,2022-11-18,0,0
172,고창,2022-11-18,0.1,0
159,부산,2022-11-18,0,0
289,산청,2022-11-18,0,0
226,보은,2022-11-18,0,0
284,거창,2022-11-18,0,0
130,울진,2022-11-18,0.9,0.1
152,울산,2022-11-18,0,0
212,홍천,2022-11-18,3.5,2.6
258,보성군,2022-11-18,0.8,0.1
239,세종,2022-11-18,0.3,0
276,청송군,2022-11-18,0.1,0
245,정읍,2022-11-18,1.6,0
189,서귀포,2022-11-18,5,4
235,보령,2022-11-18,0,0
102,백령도,2022-11-19,7.3,4.6
188,성산,2022-11-19,6.6,6.6
192,진주,2022-11-19,4.5,3.8
100,대관령,2022-11-19,4.9,3.6
203,이천,2022-11-19,2.6,1.1
252,영광군,2022-11-19,5.8,1.1
135,추풍령,2022-11-19,4.5,0.9
276,청송군,2022-11-19,5.5,1.6
243,부안,2022-11-19,4.4,2.3
177,홍성,2022-11-19,3.5,1
217,정선군,2022-11-19,5.5,1.3
137,상주,2022-11-19,4.4,1.3
216,태백,2022-11-19,7.1,5.4
235,보령,2022-11-19,5.4,4
202,양평,2022-11-19,4.4,1.5
244,임실,2022-11-19,5,4
115,울릉도,2022-11-19,5.1,3.6
266,광양시,2022-11-19,4.4,1.9
264,함양군,2022-11-19,4.8,2.4
105,강릉,2022-11-19,5.5,2.3
273,문경,2022-11-19,4.1,0.3
112,인천,2022-11-19,4.5,2.6
172,고창,2022-11-19,6.1,1.5
236,부여,2022-11-19,4.4,1.9
121,영월,2022-11-19,4.1,2.9
189,서귀포,2022-11-19,4.1,3
248,장수,2022-11-19,4.8,3.1
261,해남,2022-11-19,3.4,1.4
95,철원,2022-11-19,5.8,1.5
168,여수,2022-11-19,3.8,2.9
119,수원,2022-11-19,3,0.5
162,통영,2022-11-19,5.3,3.8
251,고창군,2022-11-19,6,4.6
281,영천,2022-11-19,4.4,0.8
101,춘천,2022-11-19,3.4,1.4
93,북춘천,2022-11-19,4,2.9
262,고흥,2022-11-19,4,1.8
295,남해,2022-11-19,4.6,3.4
140,군산,2022-11-19,4.4,3.9
284,거창,2022-11-19,4.9,2.3
143,대구,2022-11-19,3.4,1.9
138,포항,2022-11-19,6.8,5.3
185,고산,2022-11-19,4.6,2.4
165,목포,2022-11-19,3.9,2.9
98,동두천,2022-11-19,2.8,1.3
279,구미,2022-11-19,4.5,0
131,청주,2022-11-19,3.3,1.6
268,진도군,2022-11-19,3.6,1.6
212,홍천,2022-11-19,4.4,1.4
259,강진군,2022-11-19,3.1,1.6
226,보은,2022-11-19,4.8,0.3
288,밀양,2022-11-19,4.6,2.4
90,속초,2022-11-19,6,3
136,안동,2022-11-19,4.3,3.4
294,거제,2022-11-19,5.8,5.1
278,의성,2022-11-19,4,0.3
277,영덕,2022-11-19,8,7.3
254,순창군,2022-11-19,4.9,1.8
130,울진,2022-11-19,7.9,5.8
289,산청,2022-11-19,5.1,3.8
106,동해,2022-11-19,6.9,4.4
127,충주,2022-11-19,3.9,3.5
283,경주시,2022-11-19,6.3,3.4
245,정읍,2022-11-19,4.8,3.6
114,원주,2022-11-19,3.8,1
271,봉화,2022-11-19,6.3,1.5
201,강화,2022-11-19,5.4,3.4
104,북강릉,2022-11-19,4.5,2.9
129,서산,2022-11-19,4.8,2.4
184,제주,2022-11-19,6.6,5.4
155,창원,2022-11-19,4.1,3.4
174,순천,2022-11-19,4,1
169,흑산도,2022-11-19,3.9,2.6
108,서울,2022-11-19,3.1,0.4
285,합천,2022-11-19,5.1,2.6
211,인제,2022-11-19,4.6,1.5
257,양산시,2022-11-19,6.1,3.1
232,천안,2022-11-19,3.3,1.4
253,김해시,2022-11-19,6.6,4.5
255,북창원,2022-11-19,6.4,4.6
263,의령군,2022-11-19,5,3.1
170,완도,2022-11-19,3.6,0.6
146,전주,2022-11-19,5,2.8
272,영주,2022-11-19,5,3.1
133,대전,2022-11-19,3.8,0.1
152,울산,2022-11-19,5.5,3.9
260,장흥,2022-11-19,2.8,2.1
258,보성군,2022-11-19,3.6,2.6
247,남원,2022-11-19,4.8,3.4
156,광주,2022-11-19,3.3,2.6
221,제천,2022-11-19,4.3,0.1
239,세종,2022-11-19,3.8,1
238,금산,2022-11-19,3.8,1.5
99,파주,2022-11-19,4.1,2.6
159,부산,2022-11-19,5.8,5.8
98,동두천,2022-11-20,3,2
185,고산,2022-11-20,8.1,4.6
255,북창원,2022-11-20,6.9,5
90,속초,2022-11-20,2,0.1
119,수원,2022-11-20,2.8,2.8
281,영천,2022-11-20,5.9,4.1
212,홍천,2022-11-20,3.6,2.4
257,양산시,2022-11-20,6.9,3.5
226,보은,2022-11-20,5.3,5.3
259,강진군,2022-11-20,7.6,3.6
247,남원,2022-11-20,6.4,4.3
239,세종,2022-11-20,5,5
127,충주,2022-11-20,4,3.6
172,고창,2022-11-20,6.4,2.3
136,안동,2022-11-20,5,3.8
95,철원,2022-11-20,3.1,0.9
272,영주,2022-11-20,5.5,5
188,성산,2022-11-20,8.1,5
114,원주,2022-11-20,3.6,1.4
295,남해,2022-11-20,6.9,5.9
143,대구,2022-11-20,4.5,2.6
294,거제,2022-11-20,7,5.5
216,태백,2022-11-20,6,3.6
140,군산,2022-11-20,5,4.5
162,통영,2022-11-20,7,3.6
104,북강릉,2022-11-20,2.6,2.1
177,홍성,2022-11-20,4.9,3.6
203,이천,2022-11-20,3.1,2.6
100,대관령,2022-11-20,4.8,3.4
130,울진,2022-11-20,5,2.4
260,장흥,2022-11-20,7.6,3.8
217,정선군,2022-11-20,4.4,3
99,파주,2022-11-20,2.1,1.1
184,제주,2022-11-20,7.4,5.6
93,북춘천,2022-11-20,2.8,1.9
170,완도,2022-11-20,7,3.6
283,경주시,2022-11-20,7.3,6.4
168,여수,2022-11-20,7.4,6.8
251,고창군,2022-11-20,4.9,4.9
101,춘천,2022-11-20,4,1.4
262,고흥,2022-11-20,7,2.6
106,동해,2022-11-20,4.8,2.5
201,강화,2022-11-20,1.9,0.6
243,부안,2022-11-20,5,3.4
221,제천,2022-11-20,4.3,2.6
156,광주,2022-11-20,5.9,3.8
238,금산,2022-11-20,3.9,3
261,해남,2022-11-20,7.3,3
258,보성군,2022-11-20,8.1,4.9
152,울산,2022-11-20,6.4,4.1
285,합천,2022-11-20,6.6,5.9
159,부산,2022-11-20,6.1,4
155,창원,2022-11-20,6.8,5.4
169,흑산도,2022-11-20,6.1,5.8
271,봉화,2022-11-20,5.3,4.6
135,추풍령,2022-11-20,5.9,3.9
129,서산,2022-11-20,4.6,3.9
108,서울,2022-11-20,1.8,1.6
133,대전,2022-11-20,4.5,3.9
146,전주,2022-11-20,5,4.5
211,인제,2022-11-20,3.4,2.1
232,천안,2022-11-20,3.8,3.6
253,김해시,2022-11-20,6.8,4.5
263,의령군,2022-11-20,6.3,5
266,광양시,2022-11-20,6.8,3.9
137,상주,2022-11-20,4.5,2.9
235,보령,2022-11-20,5.4,5
121,영월,2022-11-20,4.4,3.5
115,울릉도,2022-11-20,3.3,2.4
165,목포,2022-11-20,6.6,6
192,진주,2022-11-20,7.4,7.4
102,백령도,2022-11-20,4.6,3.6
244,임실,2022-11-20,5,5
202,양평,2022-11-20,3.3,1.6
288,밀양,2022-11-20,7.3,6
131,청주,2022-11-20,4.6,4.6
279,구미,2022-11-20,5,0
268,진도군,2022-11-20,6.8,4
252,영광군,2022-11-20,6.1,1.6
264,함양군,2022-11-20,6.4,4.6
174,순천,2022-11-20,7.6,5
189,서귀포,2022-11-20,7.6,6.5
278,의성,2022-11-20,4.5,2.4
277,영덕,2022-11-20,5.4,2.4
236,부여,2022-11-20,4.6,4.4
112,인천,2022-11-20,2.3,1.9
273,문경,2022-11-20,5.5,3.9
254,순창군,2022-11-20,5.8,4.1
138,포항,2022-11-20,5.9,2.4
276,청송군,2022-11-20,4.4,2.5
105,강릉,2022-11-20,3.8,2.6
284,거창,2022-11-20,5.4,4
289,산청,2022-11-20,7,4.8
245,정읍,2022-11-20,6.9,3.3
248,장수,2022-11-20,4.1,3.8
108,서울,2022-11-21,3.4,3.4
294,거제,2022-11-21,5.5,1.6
90,속초,2022-11-21,3.6,1.1
143,대구,2022-11-21,4.8,0.3
251,고창군,2022-11-21,6.1,3.1
174,순천,2022-11-21,8,2.9
184,제주,2022-11-21,4.5,3
279,구미,2022-11-21,5.1,0
203,이천,2022-11-21,4.6,1.5
216,태백,2022-11-21,4.6,2.8
172,고창,2022-11-21,6.6,0.5
295,남해,2022-11-21,5.9,1.4
140,군산,2022-11-21,4.4,2
136,안동,2022-11-21,7.3,2.5
259,강진군,2022-11-21,7.4,3.9
226,보은,2022-11-21,4,0.6
185,고산,2022-11-21,4.6,1.4
212,홍천,2022-11-21,4.5,2.5
95,철원,2022-11-21,3.8,2
98,동두천,2022-11-21,4.4,2.5
119,수원,2022-11-21,3.4,2.3
165,목포,2022-11-21,6.3,1.1
283,경주시,2022-11-21,6,0.8
131,청주,2022-11-21,3.3,0.9
268,진도군,2022-11-21,7.3,4.1
264,함양군,2022-11-21,5.6,3.1
100,대관령,2022-11-21,4.8,3.6
278,의성,2022-11-21,7,2.6
254,순창군,2022-11-21,8.4,3.5
93,북춘천,2022-11-21,5.1,3.3
281,영천,2022-11-21,5.9,3.1
127,충주,2022-11-21,2.8,1.6
239,세종,2022-11-21,3.9,0.4
188,성산,2022-11-21,6.3,3.4
177,홍성,2022-11-21,3.5,0
102,백령도,2022-11-21,8.1,4.1
170,완도,2022-11-21,7.3,3
133,대전,2022-11-21,3,0
152,울산,2022-11-21,4.8,0
105,강릉,2022-11-21,4.6,2
245,정읍,2022-11-21,7.3,3.4
288,밀양,2022-11-21,5.5,3.8
236,부여,2022-11-21,3.9,0
130,울진,2022-11-21,3.8,1.3
114,원주,2022-11-21,4.6,0.8
266,광양시,2022-11-21,6.1,1.6
257,양산시,2022-11-21,4.6,1.8
255,북창원,2022-11-21,6.8,0.5
272,영주,2022-11-21,5,2.9
99,파주,2022-11-21,5.6,4.1
260,장흥,2022-11-21,6.8,6
104,북강릉,2022-11-21,3.5,1.9
247,남원,2022-11-21,7,3.6
162,통영,2022-11-21,5.4,1.5
289,산청,2022-11-21,5.9,3.1
277,영덕,2022-11-21,4.4,1.6
138,포항,2022-11-21,4.4,0
159,부산,2022-11-21,5.3,0
155,창원,2022-11-21,5.4,0
284,거창,2022-11-21,5.9,2.5
129,서산,2022-11-21,5.4,2.5
146,전주,2022-11-21,5.1,0
263,의령군,2022-11-21,7.6,3.4
211,인제,2022-11-21,2.8,1.1
232,천안,2022-11-21,3.4,1.1
253,김해시,2022-11-21,6.5,1.5
135,추풍령,2022-11-21,6.9,1.4
243,부안,2022-11-21,6,1.6
137,상주,2022-11-21,4.5,1.1
276,청송군,2022-11-21,7.9,3.6
235,보령,2022-11-21,3.8,2.3
252,영광군,2022-11-21,6.9,1.3
202,양평,2022-11-21,5.4,2.1
244,임실,2022-11-21,6,2.4
192,진주,2022-11-21,6.5,5.4
