question_id,title,tags,view_count,answer_count,score,is_answered,creation_date,owner_type,link,year_month
76323803,How to format OpenAI transcriptions in JSON format with timestamps in Python?,python-3.x|timestamp|openai-api|transcription|openai-whisper,1238,1,0,True,2023-05-24 21:57:39,registered,https://stackoverflow.com/questions/76323803/how-to-format-openai-transcriptions-in-json-format-with-timestamps-in-python,2023-05
76323622,How to send json data created by nextjs api to a new route?,json|next.js|api-design|openai-api|chatgpt-api,694,1,1,True,2023-05-24 21:36:35,registered,https://stackoverflow.com/questions/76323622/how-to-send-json-data-created-by-nextjs-api-to-a-new-route,2023-05
76322025,Why am I getting an authentication error when trying to run a LangChain tutorial on FAISS vector database with OpenAI API?,python|openai-api|langchain|faiss|vector-database,7512,1,0,True,2023-05-24 18:28:22,registered,https://stackoverflow.com/questions/76322025/why-am-i-getting-an-authentication-error-when-trying-to-run-a-langchain-tutorial,2023-05
76321540,Call openai-node in the backend or call https in the frontend?,latency|openai-api|low-latency,1478,1,2,True,2023-05-24 17:32:05,registered,https://stackoverflow.com/questions/76321540/call-openai-node-in-the-backend-or-call-https-in-the-frontend,2023-05
76320182,Gradio Interface does not output anything,openai-api|gpt-3|gradio,844,1,0,False,2023-05-24 13:52:21,registered,https://stackoverflow.com/questions/76320182/gradio-interface-does-not-output-anything,2023-05
76320002,How to resolve &#39;Import openai could not be resolved&#39; error (pylance) with pip install command?,python|python-3.x|pip|openai-api|pylance,31497,5,4,True,2023-05-24 12:57:04,registered,https://stackoverflow.com/questions/76320002/how-to-resolve-import-openai-could-not-be-resolved-error-pylance-with-pip-in,2023-05
76317292,User stuck on page until ChatGPT returns an answer,javascript|php|ajax|openai-api,61,0,1,False,2023-05-24 02:28:07,registered,https://stackoverflow.com/questions/76317292/user-stuck-on-page-until-chatgpt-returns-an-answer,2023-05
76316638,How to pass the payload of C# in VScode,c#|visual-studio-code|openai-api|payload|bad-request,323,0,0,False,2023-05-24 00:56:40,registered,https://stackoverflow.com/questions/76316638/how-to-pass-the-payload-of-c-in-vscode,2023-05
76314725,What is the correct way to provide a File object to the OpenAI Whisper API in Node.js?,node.js|typescript|openai-api,2695,3,1,True,2023-05-23 21:24:08,registered,https://stackoverflow.com/questions/76314725/what-is-the-correct-way-to-provide-a-file-object-to-the-openai-whisper-api-in-no,2023-05
76312301,openai.createChatCompletion() is not return event when I turn stream to true in aws lambda function,node.js|events|aws-lambda|streaming|openai-api,941,0,1,False,2023-05-23 16:37:49,registered,https://stackoverflow.com/questions/76312301/openai-createchatcompletion-is-not-return-event-when-i-turn-stream-to-true-in,2023-05
76311866,Unable to send OpenAI stream response via Flask API,flask|openai-api|langchain,2960,1,3,True,2023-05-23 15:32:45,registered,https://stackoverflow.com/questions/76311866/unable-to-send-openai-stream-response-via-flask-api,2023-05
76309228,How can I troubleshoot an empty AuthenticationError when using the OpenAI API in Python?,python|openai-api,3236,2,3,True,2023-05-23 04:07:11,registered,https://stackoverflow.com/questions/76309228/how-can-i-troubleshoot-an-empty-authenticationerror-when-using-the-openai-api-in,2023-05
76305207,OpenAI api - asynchronous API calls,python|python-asyncio|openai-api,39120,3,13,True,2023-05-22 19:23:35,registered,https://stackoverflow.com/questions/76305207/openai-api-asynchronous-api-calls,2023-05
76304752,AWS Lambda SSE Implementation: Subsequent Calls Result in Internal Server Error without Error Logs,javascript|node.js|aws-lambda|server-sent-events|openai-api,865,0,1,False,2023-05-22 18:29:03,registered,https://stackoverflow.com/questions/76304752/aws-lambda-sse-implementation-subsequent-calls-result-in-internal-server-error,2023-05
76301928,How to incorporate context/chat history in OpenAI ChatBot using ChatGPT and langchain in Python?,python|openai-api|chatgpt-api|langchain|py-langchain,8614,5,7,True,2023-05-22 06:09:00,registered,https://stackoverflow.com/questions/76301928/how-to-incorporate-context-chat-history-in-openai-chatbot-using-chatgpt-and-lang,2023-05
76300233,How can I retrieve the list of input documents used by ChatGPT in LangChain?,python|prompt|openai-api|langchain,2714,1,1,True,2023-05-21 22:51:59,registered,https://stackoverflow.com/questions/76300233/how-can-i-retrieve-the-list-of-input-documents-used-by-chatgpt-in-langchain,2023-05
76298008,"Getting &#39;No module named clip&#39; error in stable-diffusion&#39;s webui.bat, how to fix it?",python|openai-api|clip|stable-diffusion,13473,1,2,True,2023-05-21 10:59:25,registered,https://stackoverflow.com/questions/76298008/getting-no-module-named-clip-error-in-stable-diffusions-webui-bat-how-to-fix,2023-05
76297924,Error in integration of ChatGPT API in SAS. Invalid context type header,sas|openai-api|chatgpt-api,201,2,1,False,2023-05-21 10:13:55,registered,https://stackoverflow.com/questions/76297924/error-in-integration-of-chatgpt-api-in-sas-invalid-context-type-header,2023-05
76297215,why is the following error coming?failed to load response due to unable to resolve host &quot;api.openai.com&quot;:no address associated with hostname,android|authorization|hostname|openai-api,851,0,1,False,2023-05-21 05:24:29,registered,https://stackoverflow.com/questions/76297215/why-is-the-following-error-comingfailed-to-load-response-due-to-unable-to-resol,2023-05
76293668,"{AWS LAMBDA FUNCTION} Unable to import module &#39;index&#39;: urllib3 v2.0 only supports OpenSSL 1.1.1+, currently the &#39;ssl&#39; module is compiled with OpenSSL",python|amazon-web-services|aws-lambda|openai-api,2009,1,3,True,2023-05-20 14:33:56,registered,https://stackoverflow.com/questions/76293668/aws-lambda-function-unable-to-import-module-index-urllib3-v2-0-only-support,2023-05
76293370,Openai Module Not Found,python|apache|module|openai-api,231,0,0,False,2023-05-20 12:07:09,registered,https://stackoverflow.com/questions/76293370/openai-module-not-found,2023-05
76289498,AttributeError: &#39;tuple&#39; object has no attribute &#39;is_single_input,python|artificial-intelligence|openai-api|langchain|gpt-4,3319,2,0,True,2023-05-19 22:22:39,registered,https://stackoverflow.com/questions/76289498/attributeerror-tuple-object-has-no-attribute-is-single-input,2023-05
76288648,Why I got this error: POST https://api.openai.com/v1/chat/completions 400?,json|openai-api|chatgpt-api,2621,1,-1,True,2023-05-19 20:32:30,registered,https://stackoverflow.com/questions/76288648/why-i-got-this-error-post-https-api-openai-com-v1-chat-completions-400,2023-05
76288626,How set meta description for Yoast SEO plugin from Open AI in WordPress,wordpress|openai-api|yoast,826,3,0,False,2023-05-19 20:29:33,registered,https://stackoverflow.com/questions/76288626/how-set-meta-description-for-yoast-seo-plugin-from-open-ai-in-wordpress,2023-05
76288051,ProxySchemeUnknown: Proxy Scheme Setting for WandB NOT Compatible with OpenAI API,proxy|openai-api|wandb,467,1,0,False,2023-05-19 19:06:42,registered,https://stackoverflow.com/questions/76288051/proxyschemeunknown-proxy-scheme-setting-for-wandb-not-compatible-with-openai-ap,2023-05
76288021,How to use ChatGPT Standard Chat Module for Consistent Responses,node.js|openai-api,503,1,-3,False,2023-05-19 19:02:54,registered,https://stackoverflow.com/questions/76288021/how-to-use-chatgpt-standard-chat-module-for-consistent-responses,2023-05
76287656,Forwarding ReadableStream in NodeJS Cloud function with additional chunk added before end,node.js|next.js|fetch-api|openai-api|streams-api,445,1,0,True,2023-05-19 18:14:50,registered,https://stackoverflow.com/questions/76287656/forwarding-readablestream-in-nodejs-cloud-function-with-additional-chunk-added-b,2023-05
76284509,How to upload files with the OpenAI API,openai-api|chatgpt-api,53284,4,10,True,2023-05-19 06:09:04,registered,https://stackoverflow.com/questions/76284509/how-to-upload-files-with-the-openai-api,2023-05
76284412,How can I stream a response from LangChain&#39;s OpenAI using Flask API?,python|flask|openai-api|langchain,6638,2,7,True,2023-05-19 05:53:03,registered,https://stackoverflow.com/questions/76284412/how-can-i-stream-a-response-from-langchains-openai-using-flask-api,2023-05
76278747,"Out of 4 methods for Document Question Answering in LangChain, which one if the fastest and why (ignoring the LLM model used)?",python|openai-api|gpt-3|langchain,7966,2,2,True,2023-05-18 16:45:43,registered,https://stackoverflow.com/questions/76278747/out-of-4-methods-for-document-question-answering-in-langchain-which-one-if-the,2023-05
76278508,Where is the character &#39;\u201c&#39;?,openai-api|chatgpt-api|jsonlines,1111,1,0,False,2023-05-18 16:07:53,registered,https://stackoverflow.com/questions/76278508/where-is-the-character-u201c,2023-05
76276791,How to search for multiple vectors in vectordb,python|openai-api|langchain,980,1,0,False,2023-05-18 08:23:14,registered,https://stackoverflow.com/questions/76276791/how-to-search-for-multiple-vectors-in-vectordb,2023-05
76275152,Is it possible to build a text classifier using existing LLM like chatgpt?,nlp|openai-api|large-language-model,5821,1,2,True,2023-05-18 03:23:29,registered,https://stackoverflow.com/questions/76275152/is-it-possible-to-build-a-text-classifier-using-existing-llm-like-chatgpt,2023-05
76273091,How to send OpenAI stream response from Nextjs API to client,javascript|node.js|next.js|openai-api,12785,4,7,True,2023-05-17 23:15:59,registered,https://stackoverflow.com/questions/76273091/how-to-send-openai-stream-response-from-nextjs-api-to-client,2023-05
76272624,What is the use case of System role,openai-api|chatgpt-api,9473,1,9,True,2023-05-17 22:25:36,registered,https://stackoverflow.com/questions/76272624/what-is-the-use-case-of-system-role,2023-05
76272281,import openai fails (python): cannot import name &#39;COMMON_SAFE_ASCII_CHARACTERS&#39;,python|openai-api,921,1,0,True,2023-05-17 21:46:34,registered,https://stackoverflow.com/questions/76272281/import-openai-fails-python-cannot-import-name-common-safe-ascii-characters,2023-05
76271818,How to resolve Refused to set unsafe header &quot;user agent&quot; when using open-ai API,reactjs|openai-api,648,0,1,False,2023-05-17 20:55:29,registered,https://stackoverflow.com/questions/76271818/how-to-resolve-refused-to-set-unsafe-header-user-agent-when-using-open-ai-api,2023-05
76271722,Correct way to return stream from azure openai sdk api,c#|.net|azure|openai-api|azure-openai,3167,1,2,False,2023-05-17 20:43:22,registered,https://stackoverflow.com/questions/76271722/correct-way-to-return-stream-from-azure-openai-sdk-api,2023-05
76269666,I ran into an error when I try to use YoutubeLoader.from_youtube_url,python|youtube-api|openai-api|gpt-3|langchain,1715,2,1,True,2023-05-17 16:45:48,registered,https://stackoverflow.com/questions/76269666/i-ran-into-an-error-when-i-try-to-use-youtubeloader-from-youtube-url,2023-05
76268588,"yield not returning result immediately to caller api - C#8, IAsyncEnumerable",c#|asynchronous|azure-cognitive-services|openai-api|azure-openai,924,1,1,True,2023-05-17 13:36:20,registered,https://stackoverflow.com/questions/76268588/yield-not-returning-result-immediately-to-caller-api-c8-iasyncenumerable,2023-05
76267948,How can I make a thread in bluesky social?,node.js|openai-api,4580,0,0,False,2023-05-17 10:02:38,registered,https://stackoverflow.com/questions/76267948/how-can-i-make-a-thread-in-bluesky-social,2023-05
76264422,How to to upload a Python code including an OpenAI API key to my GitHub Repository with out OpenAI recognizing it as a Security leak and disable API,python|github|web-applications|streamlit|openai-api,1651,1,0,True,2023-05-16 23:49:47,registered,https://stackoverflow.com/questions/76264422/how-to-to-upload-a-python-code-including-an-openai-api-key-to-my-github-reposito,2023-05
76264205,"In Langchain, why ConversationalRetrievalChain not remembering the chat history and Entering new ConversationalRetrievalChain chain for each chat?",python|openai-api|langchain|large-language-model,14723,3,4,True,2023-05-16 23:26:49,registered,https://stackoverflow.com/questions/76264205/in-langchain-why-conversationalretrievalchain-not-remembering-the-chat-history,2023-05
76262530,How to implement Chat with base knowledge data using Pinecone + Langchain + Node.js?,node.js|embedding|openai-api|langchain,1573,0,0,False,2023-05-16 20:31:49,registered,https://stackoverflow.com/questions/76262530/how-to-implement-chat-with-base-knowledge-data-using-pinecone-langchain-node,2023-05
76262208,OPENAI - AZURE SSL error certification verification error,azure|ssl|openai-api,22675,6,1,True,2023-05-16 19:54:51,registered,https://stackoverflow.com/questions/76262208/openai-azure-ssl-error-certification-verification-error,2023-05
76261677,ChatGPT API - creating longer JSON response bigger than gpt-3.5-turbo token limit,python|openai-api|chatgpt-api,1933,1,2,True,2023-05-16 18:55:40,registered,https://stackoverflow.com/questions/76261677/chatgpt-api-creating-longer-json-response-bigger-than-gpt-3-5-turbo-token-limi,2023-05
76260152,Building a custom langchain agent,openai-api|langchain,1253,0,3,False,2023-05-16 15:59:58,registered,https://stackoverflow.com/questions/76260152/building-a-custom-langchain-agent,2023-05
76259320,How to stream data in Vapor Swift?,swift|server-sent-events|openai-api|vapor,853,1,5,True,2023-05-16 13:03:19,registered,https://stackoverflow.com/questions/76259320/how-to-stream-data-in-vapor-swift,2023-05
76258690,Microsoft OpenAI Curie deployment not working for the JSONL file,azure|openai-api|azure-openai,237,1,0,False,2023-05-16 09:32:14,registered,https://stackoverflow.com/questions/76258690/microsoft-openai-curie-deployment-not-working-for-the-jsonl-file,2023-05
76258587,Combine vectore store into Langchain toolkit,python|openai-api|py-langchain,4377,2,2,False,2023-05-16 08:55:23,registered,https://stackoverflow.com/questions/76258587/combine-vectore-store-into-langchain-toolkit,2023-05
76257458,FastAPI OpenAI server side event blocks the main thread,python|asynchronous|fastapi|openai-api|starlette,1538,1,0,True,2023-05-16 04:38:58,registered,https://stackoverflow.com/questions/76257458/fastapi-openai-server-side-event-blocks-the-main-thread,2023-05
76256807,RateLimit error llama_index code with openai api key,openai-api|llama-index,4300,2,3,True,2023-05-16 02:59:20,registered,https://stackoverflow.com/questions/76256807/ratelimit-error-llama-index-code-with-openai-api-key,2023-05
76256469,How do I stop java.net.SocketTimeoutException: timeout whilst using the ChatGPT API for my Android app?,java|android|openai-api|socket-timeout-exception,861,1,0,False,2023-05-16 02:14:58,registered,https://stackoverflow.com/questions/76256469/how-do-i-stop-java-net-sockettimeoutexception-timeout-whilst-using-the-chatgpt,2023-05
76256249,Logging in the Open AI python library,openai-api,9872,5,8,True,2023-05-16 01:45:36,registered,https://stackoverflow.com/questions/76256249/logging-in-the-open-ai-python-library,2023-05
76254947,OpenAi tokens consumed in generating response of a query from custom knowledge base,artificial-intelligence|openai-api|large-language-model,214,1,1,False,2023-05-15 23:08:05,registered,https://stackoverflow.com/questions/76254947/openai-tokens-consumed-in-generating-response-of-a-query-from-custom-knowledge-b,2023-05
76250276,Is there a way to stream OpenAI (chatGPT) responsse when using firebase cloud functions as a backend?,firebase|google-cloud-functions|openai-api|chatgpt-api,2575,0,12,False,2023-05-15 09:52:56,registered,https://stackoverflow.com/questions/76250276/is-there-a-way-to-stream-openai-chatgpt-responsse-when-using-firebase-cloud-fu,2023-05
76249378,Action Job can&#39;t seem to find an Action Storage attachment with error: Errno::ENOENT (No such file or directory @ rb_sysopen,ruby-on-rails|rails-activestorage|openai-api|rails-activejob|openai-whisper,718,1,0,True,2023-05-15 04:42:19,registered,https://stackoverflow.com/questions/76249378/action-job-cant-seem-to-find-an-action-storage-attachment-with-error-errnoen,2023-05
76248908,Delphi 7 Indy connect with API OpenAI chatGPT,delphi|indy|openai-api,433,1,-1,False,2023-05-15 02:46:51,registered,https://stackoverflow.com/questions/76248908/delphi-7-indy-connect-with-api-openai-chatgpt,2023-05
76245517,"Attempting to use GPT-4 &amp; LangChain, can&#39;t nodejs -- npm run dev not working",python|npm|chatbot|openai-api|langchain,621,1,1,False,2023-05-14 10:56:21,registered,https://stackoverflow.com/questions/76245517/attempting-to-use-gpt-4-langchain-cant-nodejs-npm-run-dev-not-working,2023-05
76242361,Always getting RateLimitError in Pinecone,python|google-colaboratory|openai-api|langchain|vector-database,681,1,1,False,2023-05-13 19:57:02,registered,https://stackoverflow.com/questions/76242361/always-getting-ratelimiterror-in-pinecone,2023-05
76242355,How can I catch the exception when I use OpenAI API client for Kotlin?,android|kotlin|openai-api,955,0,1,False,2023-05-13 19:55:27,registered,https://stackoverflow.com/questions/76242355/how-can-i-catch-the-exception-when-i-use-openai-api-client-for-kotlin,2023-05
76240871,"How do i add memory to RetrievalQA.from_chain_type? or, how do I add a custom prompt to ConversationalRetrievalChain?",python|openai-api|chatgpt-api|langchain|py-langchain,27757,4,17,True,2023-05-13 11:43:50,registered,https://stackoverflow.com/questions/76240871/how-do-i-add-memory-to-retrievalqa-from-chain-type-or-how-do-i-add-a-custom-pr,2023-05
76239978,Available import not recognized,javascript|openai-api,460,2,0,False,2023-05-13 06:13:38,registered,https://stackoverflow.com/questions/76239978/available-import-not-recognized,2023-05
76233163,"ValueError: `run` not supported when there is not exactly one output key. Got [&#39;answer&#39;, &#39;sources&#39;, &#39;source_documents&#39;]. (langchain/Streamlit)",python|openai-api|langchain|py-langchain,13894,2,5,True,2023-05-12 13:38:25,registered,https://stackoverflow.com/questions/76233163/valueerror-run-not-supported-when-there-is-not-exactly-one-output-key-got,2023-05
76233070,Generic Answer when Fine Tuning OpenAI Model,openai-api|gpt-3|chatgpt-api|text-davinci-003,139,0,1,False,2023-05-12 13:10:33,registered,https://stackoverflow.com/questions/76233070/generic-answer-when-fine-tuning-openai-model,2023-05
76233008,Chat history in conversation buffer memory not getting stored when put in a function,openai-api|langchain,2319,1,-1,True,2023-05-12 12:52:56,registered,https://stackoverflow.com/questions/76233008/chat-history-in-conversation-buffer-memory-not-getting-stored-when-put-in-a-func,2023-05
76232902,How to incrementally build index using chatgpt dev api,openai-api|chatgpt-api,657,1,1,False,2023-05-12 12:19:25,registered,https://stackoverflow.com/questions/76232902/how-to-incrementally-build-index-using-chatgpt-dev-api,2023-05
76230979,OpenAI turbo-3.5 API returning error with complex prompts,python|python-3.x|openai-api|chatgpt-api,827,0,0,False,2023-05-12 04:19:02,registered,https://stackoverflow.com/questions/76230979/openai-turbo-3-5-api-returning-error-with-complex-prompts,2023-05
76230460,ValueError: Document prompt requires documents to have metadata variables: [&#39;source&#39;]. Received document with missing metadata: [&#39;source&#39;],vector|openai-api|weaviate,4334,2,2,True,2023-05-12 03:00:55,registered,https://stackoverflow.com/questions/76230460/valueerror-document-prompt-requires-documents-to-have-metadata-variables-sou,2023-05
76229590,gpt-3.5-turbo post request problem on node.js,node.js|json|http-post|openai-api|chatgpt-api,422,1,-1,False,2023-05-12 01:04:18,registered,https://stackoverflow.com/questions/76229590/gpt-3-5-turbo-post-request-problem-on-node-js,2023-05
76229432,"AzureOpenAI and LangChain Weird, multiple answers",python|azure|openai-api|langchain|azure-openai,3488,1,5,True,2023-05-12 00:46:12,registered,https://stackoverflow.com/questions/76229432/azureopenai-and-langchain-weird-multiple-answers,2023-05
76222270,how to read and write to a folder on my computer using chatgpt,openai-api|chatgpt-api|chatgpt-plugin,4166,1,1,True,2023-05-11 05:18:06,registered,https://stackoverflow.com/questions/76222270/how-to-read-and-write-to-a-folder-on-my-computer-using-chatgpt,2023-05
76218239,Why &#39;Maximum number of redirects exceeded&#39; error when connecting to the OpenAI API,http-redirect|openai-api|chainlink,843,1,0,False,2023-05-10 21:08:23,registered,https://stackoverflow.com/questions/76218239/why-maximum-number-of-redirects-exceeded-error-when-connecting-to-the-openai-a,2023-05
76218157,Append data to streaming response,javascript|fetch-api|openai-api|remix|remix.run,403,0,2,False,2023-05-10 21:00:39,registered,https://stackoverflow.com/questions/76218157/append-data-to-streaming-response,2023-05
76215950,Different answers from chatgpt-api and web interface,python-3.x|openai-api|chatgpt-api,2156,2,3,False,2023-05-10 16:32:42,registered,https://stackoverflow.com/questions/76215950/different-answers-from-chatgpt-api-and-web-interface,2023-05
76213426,Langchain exceed output token limits,python|openai-api|py-langchain,8220,2,0,True,2023-05-10 06:17:15,registered,https://stackoverflow.com/questions/76213426/langchain-exceed-output-token-limits,2023-05
76212050,Markdown or formatting text in ChatGPT response,openai-api|chatgpt-api,7867,1,5,False,2023-05-10 02:36:19,registered,https://stackoverflow.com/questions/76212050/markdown-or-formatting-text-in-chatgpt-response,2023-05
76211906,400 error in the code happend when using OpenaI,prompt|openai-api,220,0,1,False,2023-05-10 02:16:36,registered,https://stackoverflow.com/questions/76211906/400-error-in-the-code-happend-when-using-openai,2023-05
76207160,Langchain doesn&#39;t work with Weaviate vector database - Getting ValueError,openai-api|langchain|weaviate,3447,1,0,True,2023-05-09 17:09:18,registered,https://stackoverflow.com/questions/76207160/langchain-doesnt-work-with-weaviate-vector-database-getting-valueerror,2023-05
76206459,How to continue incomplete response of openai API,python|machine-learning|artificial-intelligence|openai-api|chatgpt-api,8334,2,17,True,2023-05-09 15:33:09,registered,https://stackoverflow.com/questions/76206459/how-to-continue-incomplete-response-of-openai-api,2023-05
76204137,Implementing ChatGPT plugins in a custom GPT-4-based application,plugins|openai-api,952,1,4,True,2023-05-09 05:26:18,registered,https://stackoverflow.com/questions/76204137/implementing-chatgpt-plugins-in-a-custom-gpt-4-based-application,2023-05
76201533,How does the token for openai works and how can I use less tokens?,python-3.x|discord.py|openai-api|langchain,1873,1,-1,True,2023-05-08 23:25:18,registered,https://stackoverflow.com/questions/76201533/how-does-the-token-for-openai-works-and-how-can-i-use-less-tokens,2023-05
76199709,Image to text using Azure OpenAI GPT4,python|openai-api|azure-openai|gpt-4,4656,1,5,True,2023-05-08 19:32:50,registered,https://stackoverflow.com/questions/76199709/image-to-text-using-azure-openai-gpt4,2023-05
76198905,Streaming an API proxy in Vapor,swift|reverse-proxy|openai-api|vapor,476,1,2,True,2023-05-08 17:45:43,registered,https://stackoverflow.com/questions/76198905/streaming-an-api-proxy-in-vapor,2023-05
76198077,Nodejs OpenAI ChatGPT API error 400 without error,node.js|openai-api|chatgpt-api|chatgpt-plugin,636,0,1,False,2023-05-08 15:46:10,registered,https://stackoverflow.com/questions/76198077/nodejs-openai-chatgpt-api-error-400-without-error,2023-05
76198001,Issue in deleting vector from Faiss index,python|embedding|openai-api|langchain|faiss,3245,1,3,True,2023-05-08 15:31:39,registered,https://stackoverflow.com/questions/76198001/issue-in-deleting-vector-from-faiss-index,2023-05
76197173,Chrome Extension with Chat GPT-3.5 - &quot;you must provide a model parameter&quot;,javascript|google-chrome-extension|openai-api|gpt-3,1230,1,3,True,2023-05-08 11:29:40,registered,https://stackoverflow.com/questions/76197173/chrome-extension-with-chat-gpt-3-5-you-must-provide-a-model-parameter,2023-05
76197116,OpenAI API: AxiosError: Request failed with status code 401,javascript|typescript|openai-api|chatgpt-api,387,0,1,False,2023-05-08 11:12:48,registered,https://stackoverflow.com/questions/76197116/openai-api-axioserror-request-failed-with-status-code-401,2023-05
76196156,TypeError in Azure OpenAI with Python package: Unexpected keyword argument &#39;organization,python|typeerror|openai-api|azure-openai,3869,0,2,False,2023-05-08 05:30:00,registered,https://stackoverflow.com/questions/76196156/typeerror-in-azure-openai-with-python-package-unexpected-keyword-argument-orga,2023-05
76195150,How can I create a memory storage to use as a context information for my OpenAI-ChatGPT Python Script?,python|openai-api|chatgpt-api,1532,2,0,False,2023-05-08 01:46:02,registered,https://stackoverflow.com/questions/76195150/how-can-i-create-a-memory-storage-to-use-as-a-context-information-for-my-openai,2023-05
76194617,How do you convert json to python function arguments?,python|artificial-intelligence|openai-api,289,1,-1,True,2023-05-07 23:46:27,registered,https://stackoverflow.com/questions/76194617/how-do-you-convert-json-to-python-function-arguments,2023-05
76193116,Open AI Stream Completion Set Variable Inside Function PHP With Openai-php SDK,php|server|server-sent-events|openai-api,657,1,0,True,2023-05-07 18:34:57,registered,https://stackoverflow.com/questions/76193116/open-ai-stream-completion-set-variable-inside-function-php-with-openai-php-sdk,2023-05
76192623,"OpenAI Whisper API, response status code 400 error",java|android|okhttp|openai-api|openai-whisper,2060,1,2,True,2023-05-07 16:12:28,registered,https://stackoverflow.com/questions/76192623/openai-whisper-api-response-status-code-400-error,2023-05
76192496,Openai /v1/completions vs. /v1/chat/completions end points,python|openai-api,59405,7,32,True,2023-05-07 15:29:58,registered,https://stackoverflow.com/questions/76192496/openai-v1-completions-vs-v1-chat-completions-end-points,2023-05
76188952,OpenAI_API chat returning null,c#|asynchronous|openai-api,595,1,0,True,2023-05-06 21:41:38,registered,https://stackoverflow.com/questions/76188952/openai-api-chat-returning-null,2023-05
76187392,How to send information to server from django,html|django|openai-api,47,1,0,False,2023-05-06 15:06:09,does_not_exist,https://stackoverflow.com/questions/76187392/how-to-send-information-to-server-from-django,2023-05
76187256,"ImportError: urllib3 v2.0 only supports OpenSSL 1.1.1+, currently the &#39;ssl&#39; module is compiled with LibreSSL 2.8.3",python|openai-api|urllib3,437352,21,181,True,2023-05-06 14:11:42,registered,https://stackoverflow.com/questions/76187256/importerror-urllib3-v2-0-only-supports-openssl-1-1-1-currently-the-ssl-modu,2023-05
76185628,"How to prompt chatGPT API to give completely machine-readable responses, without superfluous commentary?",openai-api|chatgpt-api,4325,3,5,True,2023-05-06 05:08:04,registered,https://stackoverflow.com/questions/76185628/how-to-prompt-chatgpt-api-to-give-completely-machine-readable-responses-without,2023-05
76185221,Langchain - Word Documents,openai-api|langchain,4043,1,0,True,2023-05-06 04:02:03,registered,https://stackoverflow.com/questions/76185221/langchain-word-documents,2023-05
76182888,Pytorch - Intent creation data,pytorch|chatbot|openai-api|llama-index,90,0,1,False,2023-05-05 22:46:47,registered,https://stackoverflow.com/questions/76182888/pytorch-intent-creation-data,2023-05
76181086,How can I index the tables along with texts present in the pdf using Llamaindex and LangChain? (i am using Openai key),python|indexing|openai-api|langchain|llama-index,4205,1,3,False,2023-05-05 19:11:28,registered,https://stackoverflow.com/questions/76181086/how-can-i-index-the-tables-along-with-texts-present-in-the-pdf-using-llamaindex,2023-05
76180679,Python openapi code keeps failing with errors,python|openai-api,417,1,1,True,2023-05-05 18:22:32,registered,https://stackoverflow.com/questions/76180679/python-openapi-code-keeps-failing-with-errors,2023-05
76178954,Giving SystemMessage/Context to ConversationalRetrievalChain and ConversationBufferMemory in Lang Chain,python|openai-api|py-langchain,12330,2,6,True,2023-05-05 13:58:37,registered,https://stackoverflow.com/questions/76178954/giving-systemmessage-context-to-conversationalretrievalchain-and-conversationbuf,2023-05
76176534,Longer Responses with LlamaIndex?,python|openai-api|llama-index,4987,2,0,False,2023-05-05 03:56:12,registered,https://stackoverflow.com/questions/76176534/longer-responses-with-llamaindex,2023-05
76175798,Using Custom JSON data for context in Langchain and ConversationChain() in ChatGPT OpenAI,python-3.x|openai-api|chatgpt-api|langchain|py-langchain,5007,1,3,True,2023-05-05 02:18:38,registered,https://stackoverflow.com/questions/76175798/using-custom-json-data-for-context-in-langchain-and-conversationchain-in-chatg,2023-05
76175046,How to add prompt to Langchain ConversationalRetrievalChain chat over docs with history?,python|artificial-intelligence|openai-api|langchain,28463,2,14,True,2023-05-05 00:49:59,registered,https://stackoverflow.com/questions/76175046/how-to-add-prompt-to-langchain-conversationalretrievalchain-chat-over-docs-with,2023-05
76173414,OpenAI GPT-3 API: What is the difference between davinci and text-davinci-003?,openai-api|gpt-3,21548,2,7,True,2023-05-04 21:51:25,registered,https://stackoverflow.com/questions/76173414/openai-gpt-3-api-what-is-the-difference-between-davinci-and-text-davinci-003,2023-05
76172889,Chatgpt api url questions: Chatgpt3.5 error,openai-api|gpt-3|chatgpt-api,650,2,-3,False,2023-05-04 20:54:16,registered,https://stackoverflow.com/questions/76172889/chatgpt-api-url-questions-chatgpt3-5-error,2023-05
76169008,OpenAI Whisper API (InvalidRequestError),python|fastapi|openai-api|openai-whisper,2461,1,0,True,2023-05-04 10:36:25,registered,https://stackoverflow.com/questions/76169008/openai-whisper-api-invalidrequesterror,2023-05
76166611,ChatGPT integration with Django for parallel connection,python|django|asynchronous|openai-api|chatgpt-api,260,1,0,False,2023-05-04 02:34:17,registered,https://stackoverflow.com/questions/76166611/chatgpt-integration-with-django-for-parallel-connection,2023-05
76165522,Using OpenAI API from Firebase Cloud Functions in flutter app,node.js|firebase|google-cloud-functions|openai-api,1025,1,0,True,2023-05-04 00:13:45,registered,https://stackoverflow.com/questions/76165522/using-openai-api-from-firebase-cloud-functions-in-flutter-app,2023-05
76164749,"Use python, AutoGPT and ChatGPT to extract data from downloaded HTML page",python|openai-api|chatgpt-api|autogpt,3949,1,1,True,2023-05-03 22:59:44,registered,https://stackoverflow.com/questions/76164749/use-python-autogpt-and-chatgpt-to-extract-data-from-downloaded-html-page,2023-05
